Tstamp,Str,Thr,RrLH,FrLH,Fr,FrRH,RrRH
1761031430.86,      0.00,     40.00,    748.00,    724.00,    553.00,    659.00,    498.00
1761031430.92,      0.00,     40.00,    764.00,    741.00,    489.00,    685.00,    397.00
1761031430.99,      0.00,     40.00,    789.00,    476.00,    703.00,    618.00,    722.00
1761031431.05,      0.00,     40.00,    815.00,    417.00,    710.00,    584.00,    369.00
1761031431.13,      0.00,     40.00,    844.00,    652.00,   1142.00,    574.00,    739.00
1761031431.21,   -100.00,     40.00,    866.00,    727.00,   1145.00,   2000.00,    749.00
1761031431.29,    -83.00,     40.00,    888.00,   1148.00,    866.00,   2000.00,    757.00
1761031431.36,      0.00,     40.00,    918.00,    724.00,    770.00,    551.00,    762.00
1761031431.43,      0.00,     40.00,    898.00,   1103.00,    462.00,   1070.00,    759.00
1761031431.51,      0.00,     40.00,    992.00,    675.00,   1233.00,    801.00,    752.00
1761031431.57,   -100.00,     40.00,   1059.00,    534.00,    948.00,    523.00,    257.00
1761031431.64,    -10.00,     40.00,    730.00,    489.00,    959.00,    359.00,    391.00
1761031431.71,      0.00,     40.00,   1061.00,    434.00,    485.00,    853.00,    720.00
1761031431.78,      0.00,     40.00,   1054.00,   1038.00,    400.00,   1818.00,    508.00
1761031431.85,      0.00,     40.00,   1051.00,    992.00,    635.00,    348.00,    121.00
1761031431.92,   -100.00,     40.00,   1047.00,    456.00,   1033.00,   1053.00,    723.00
1761031432.00,   -100.00,     40.00,    958.00,    349.00,   1263.00,   1410.00,    725.00
1761031432.07,   -100.00,    100.00,   1042.00,    397.00,   1138.00,   1171.00,    732.00
1761031432.15,      0.00,    100.00,   1039.00,    827.00,   1055.00,    965.00,    343.00
1761031432.23,      0.00,    100.00,    943.00,    792.00,   1187.00,   2000.00,    740.00
1761031432.31,      0.00,    100.00,    813.00,    689.00,   1482.00,   2000.00,    738.00
1761031432.38,      0.00,    100.00,    753.00,    569.00,   1097.00,   1056.00,    762.00
1761031432.45,      0.00,    100.00,    724.00,    739.00,   1448.00,    843.00,    309.00
1761031432.52,      0.00,    100.00,    707.00,    734.00,    692.00,   1070.00,    652.00
1761031432.60,      0.00,    100.00,    693.00,    696.00,   1080.00,   1013.00,    759.00
1761031432.66,      0.00,    100.00,    674.00,    730.00,    474.00,    596.00,    257.00
1761031432.74,      0.00,     40.00,    677.00,    532.00,   2000.00,   2000.00,    346.00
1761031432.82,      0.00,     40.00,    666.00,    349.00,   1237.00,   1445.00,    807.00
1761031432.89,      0.00,     40.00,    650.00,    656.00,   1075.00,    956.00,    819.00
1761031432.96,      0.00,     40.00,    669.00,    843.00,   1155.00,   1136.00,    831.00
1761031433.05,     -7.00,    100.00,    639.00,    671.00,   2000.00,   2000.00,    841.00
1761031433.13,   -100.00,    100.00,    649.00,    781.00,   2000.00,   2000.00,    846.00
1761031433.21,    -14.00,    100.00,    497.00,    679.00,   1573.00,   1091.00,    852.00
1761031433.28,      0.00,    100.00,    637.00,    694.00,   1128.00,   1078.00,    854.00
1761031433.36,      0.00,    100.00,    638.00,   2000.00,    334.00,    532.00,    874.00
1761031433.43,      0.00,    100.00,    650.00,    936.00,   1012.00,   1328.00,    864.00
1761031433.51,      0.00,     40.00,    663.00,    774.00,   1176.00,    864.00,    832.00
1761031433.58,      0.00,     40.00,    697.00,    773.00,    554.00,    604.00,    806.00
1761031433.65,      0.00,     40.00,    723.00,   1365.00,    331.00,   1180.00,    785.00
1761031433.72,   -100.00,    100.00,    764.00,    745.00,   1132.00,    799.00,    758.00
1761031433.80,   -100.00,    100.00,    806.00,    815.00,    727.00,   2000.00,    749.00
1761031433.88,   -100.00,    100.00,    873.00,   1119.00,    907.00,    851.00,   2000.00
1761031433.95,    -39.00,    100.00,    913.00,    520.00,    435.00,    503.00,    545.00
