Tstamp,Str,Thr,RrLH,FrLH,Fr,FrRH,RrRH
1761122235.78,    100.00,     40.00,    481.00,    603.00,    677.00,     21.00,     35.00
1761122235.85,      0.00,     40.00,   1013.00,    562.00,    610.00,     52.00,     20.00
1761122235.93,      0.00,     40.00,    284.00,    292.00,    395.00,     38.00,     38.00
1761122235.99,      0.00,     40.00,    756.00,    468.00,    442.00,     37.00,     26.00
1761122236.07,      0.00,     40.00,   2305.00,    464.00,    270.00,     55.00,     18.00
1761122236.15,    100.00,     40.00,   1233.00,    458.00,    219.00,     43.00,     23.00
1761122236.22,    100.00,     40.00,    455.00,    256.00,    247.00,     44.00,      5.00
1761122236.28,    100.00,     40.00,    437.00,    344.00,    331.00,     35.00,     26.00
1761122236.34,      0.00,     40.00,    903.00,    450.00,    299.00,     62.00,     44.00
1761122236.41,      0.00,     40.00,    898.00,    432.00,    282.00,     67.00,     23.00
1761122236.49,    100.00,     40.00,    890.00,    432.00,    284.00,     76.00,     17.00
1761122236.59,    100.00,     40.00,    883.00,   1899.00,    420.00,   2000.00,     29.00
1761122236.66,      0.00,     40.00,    354.00,    318.00,    442.00,    480.00,     26.00
1761122236.72,      0.00,     40.00,    416.00,    227.00,    738.00,   1053.00,     35.00
1761122236.80,      0.00,     40.00,    401.00,    222.00,    971.00,    183.00,     47.00
1761122236.87,      0.00,     40.00,    373.00,    363.00,    934.00,    148.00,     41.00
1761122236.94,      0.00,     40.00,    366.00,    347.00,    645.00,    123.00,     62.00
1761122237.01,      0.00,     40.00,    329.00,    349.00,    891.00,    151.00,     61.00
1761122237.07,      0.00,     40.00,    324.00,    345.00,    313.00,    942.00,     59.00
1761122237.13,      0.00,     40.00,    286.00,    334.00,    792.00,    600.00,     80.00
1761122237.20,      0.00,     40.00,    311.00,    331.00,    749.00,    666.00,     56.00
1761122237.26,      0.00,     40.00,    306.00,    310.00,    337.00,    870.00,     50.00
1761122237.32,      0.00,     40.00,    437.00,    323.00,    711.00,    861.00,     71.00
1761122237.40,      0.00,     40.00,    293.00,    307.00,    686.00,    839.00,     79.00
1761122237.47,      0.00,     40.00,    279.00,    270.00,    648.00,    834.00,     95.00
1761122237.53,      0.00,     40.00,    285.00,    287.00,    589.00,    554.00,     98.00
1761122237.60,      0.00,     40.00,    268.00,    279.00,    547.00,    522.00,    115.00
1761122237.69,      0.00,     40.00,    265.00,    280.00,    393.00,   1978.00,    124.00
1761122237.77,      0.00,     40.00,    244.00,    258.00,   1611.00,    441.00,    127.00
1761122237.84,      0.00,     40.00,    238.00,    252.00,    727.00,    392.00,    142.00
1761122237.92,      0.00,     40.00,    232.00,    243.00,   2000.00,    371.00,    171.00
1761122238.00,      0.00,     40.00,    218.00,    227.00,   2000.00,    333.00,    191.00
1761122238.07,      0.00,     40.00,    206.00,    199.00,   1772.00,    323.00,    203.00
1761122238.14,      0.00,     40.00,    190.00,    212.00,   1459.00,    531.00,    219.00
1761122238.23,      0.00,     40.00,    184.00,    206.00,   1494.00,    871.00,    227.00
1761122238.31,      0.00,     40.00,    171.00,    513.00,   1764.00,   1124.00,    295.00
1761122238.39,      0.00,     40.00,    151.00,    386.00,    310.00,    809.00,    245.00
1761122238.47,      0.00,     40.00,    171.00,    521.00,    486.00,    496.00,    241.00
1761122238.55,      0.00,     40.00,    161.00,    746.00,    846.00,   1508.00,    281.00
1761122238.61,      0.00,     40.00,    610.00,    286.00,    261.00,    889.00,    283.00
1761122238.68,      0.00,     40.00,    611.00,    915.00,   1171.00,    828.00,    300.00
1761122238.76,      0.00,     40.00,    626.00,   1121.00,   2000.00,    420.00,    317.00
1761122238.82,      0.00,     40.00,    634.00,    151.00,    363.00,   1095.00,    333.00
1761122238.90,      0.00,     40.00,    665.00,    651.00,    941.00,   1404.00,    346.00
1761122238.97,      0.00,     40.00,   1035.00,    438.00,   1303.00,    951.00,    351.00
1761122239.05,      0.00,     40.00,   1058.00,    600.00,   1883.00,    967.00,    374.00
1761122239.12,      0.00,     40.00,   1043.00,   1043.00,    546.00,    925.00,    372.00
1761122239.19,      0.00,     40.00,   1030.00,    424.00,    347.00,   1000.00,    402.00
1761122239.26,      0.00,     40.00,   1016.00,    700.00,    768.00,   1081.00,    431.00
1761122239.34,      0.00,     40.00,    996.00,    994.00,    934.00,    950.00,    418.00
1761122239.42,      0.00,     40.00,    984.00,    904.00,   2000.00,    515.00,    372.00
1761122239.49,      0.00,     40.00,    964.00,    966.00,    414.00,    980.00,    447.00
1761122239.56,      0.00,     40.00,    952.00,    326.00,   1223.00,    457.00,    475.00
1761122239.63,      0.00,     40.00,    834.00,    930.00,    859.00,    992.00,    485.00
1761122239.71,      0.00,     40.00,    920.00,    914.00,   1220.00,    948.00,    446.00
1761122239.78,      0.00,     40.00,    900.00,    458.00,   1065.00,    907.00,    509.00
1761122239.86,      0.00,     40.00,    872.00,    624.00,    968.00,    907.00,    520.00
1761122239.93,      0.00,     40.00,    864.00,    861.00,    946.00,    837.00,    361.00
1761122240.00,      0.00,     40.00,    848.00,    834.00,    887.00,    694.00,    549.00
1761122240.07,      0.00,     40.00,    833.00,    662.00,   1033.00,    788.00,    559.00
1761122240.14,    -43.00,     40.00,    812.00,      8.00,    581.00,    766.00,    573.00
1761122240.21,   -100.00,     40.00,    760.00,    553.00,    783.00,    745.00,    592.00
1761122240.29,    -94.00,     40.00,    785.00,    772.00,    596.00,    439.00,    356.00
1761122240.37,   -100.00,     40.00,    767.00,    767.00,   2000.00,   2000.00,    358.00
1761122240.45,   -100.00,     40.00,    758.00,    780.00,   1173.00,    431.00,    607.00
1761122240.51,   -100.00,     40.00,    764.00,    190.00,    359.00,    646.00,    560.00
1761122240.59,      0.00,     40.00,    759.00,    745.00,   1896.00,    628.00,    595.00
1761122240.65,      0.00,     40.00,    762.00,    708.00,    659.00,    596.00,    409.00
1761122240.72,      0.00,     40.00,    764.00,    703.00,   1251.00,    570.00,    561.00
1761122240.80,    -47.00,     40.00,    757.00,    565.00,   1044.00,    557.00,    555.00
1761122240.87,   -100.00,     40.00,    748.00,    772.00,   1219.00,    552.00,    557.00
1761122240.94,   -100.00,     40.00,    744.00,    764.00,   1083.00,    544.00,    523.00
1761122241.01,   -100.00,     40.00,    740.00,    620.00,   1110.00,    753.00,    485.00
1761122241.09,   -100.00,     40.00,    745.00,    656.00,   1072.00,   1004.00,   2000.00
1761122241.16,   -100.00,     40.00,    754.00,    472.00,    626.00,    533.00,    475.00
1761122241.24,   -100.00,     40.00,    771.00,    350.00,    490.00,    824.00,   2000.00
1761122241.31,   -100.00,     40.00,    794.00,    554.00,    370.00,    675.00,    426.00
1761122241.38,   -100.00,     40.00,    847.00,    484.00,    428.00,    415.00,    393.00
1761122241.44,   -100.00,     40.00,    789.00,    483.00,    372.00,    508.00,    370.00
1761122241.51,   -100.00,     40.00,    851.00,    158.00,    629.00,   1385.00,    352.00
1761122241.59,   -100.00,     40.00,    877.00,    913.00,    940.00,   1043.00,    356.00
1761122241.66,   -100.00,     40.00,    917.00,    824.00,    897.00,    973.00,    351.00
1761122241.73,   -100.00,     40.00,    962.00,    613.00,   1182.00,   1220.00,    296.00
1761122241.82,   -100.00,     40.00,   1031.00,   1119.00,   1122.00,   2000.00,    879.00
1761122241.90,   -100.00,     40.00,   1110.00,   1089.00,    729.00,   1424.00,    240.00
1761122241.98,   -100.00,     40.00,   1099.00,   1024.00,   1015.00,   1296.00,   1207.00
1761122242.05,   -100.00,     40.00,   1084.00,    241.00,    872.00,   1217.00,    216.00
